Búnaðarlög búnaðarlag nhfn
samkvæmt samkvæmt aþ

lögum lag nhfþ

nhfþ nhfþ nhen

lag lag nhen

þessum þessi fakeþ

fakeþ fakeþ nhen

þessi þessi faven

. . .

. . .

. . .

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

129/2012 129 ta

ta ta nven

129 129 ta

, , ,

, , ,

, , ,

3. 3. ta

ta ta nven

3 3 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

18. 18. ta

ta ta nven

18 18 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

[ [ [

[ [ [

[ [ [

Leiðbeiningar leiðbeining nvfn

nvfn nvfn nheo

leiðbeining leiðbeining nven

. . .

. . .

. . .

Hjá hjá aþ

aþ aþ nhen

hjá hjá aþ

leiðbeiningarmiðstöð leiðbeiningarmiðstöð nven

nven nven nkeog

leiðbeiningarmiðstöð leiðbeiningarmiðstöð nven

starfa starf nhfe

nhfe nhfe sng

starf starf nhen

ráðunautar ráðunauti nkfn

nkfn nkfn nheo

ráðunauti ráðunautur nkeþ

sem sem c

c c x

sem sem c

sinna sinn fekfe

fekfe fekfe sng

sinn sinn feken

faglegum faglegur lkeþsf

lkeþsf lkeþsf sfg3eþ

faglegur faglegur lkensf

leiðbeiningum leiðbeining nvfþ

nvfþ nvfþ nhen

leiðbeining leiðbeining nven

fyrir fyrir ao

ao ao sng

fyrir fyrir ao

bændur bóndi nkfn

nkfn nkfn nheo

bóndi bóndi nken

undir undir aþ

aþ aþ nhen

undir undir aþ

faglegri faglegur lkenvm

lkenvm lkenvm nhfþ

faglegur faglegur lkensf

umsjón umsjón nven

nven nven nkeog

umsjón umsjón nven

Bændasamtaka bændasamtök nhfe

nhfe nhfe sng

bændasamtök bændasamtök nhfn

Íslands ísland nhee-s

nhee-s nhee-s nhee

ísland ísland nhen

. . .

. . .

. . .

Þeir hann fpkfn

fpkfn fpkfn nheo

hann hann fpken

annast anna snm

snm snm nhfþ

anna önn nvfe

eftirlit eftirlit nhen

nhen nhen nkeog

eftirlit eftirlit nhen

með með aþ

aþ aþ nhen

með með aþ

búfjárrækt búfjárrækt nven

nven nven nkeog

búfjárrækt búfjárrækt nven

og og c

c c x

og og c

kynbótum kynbóta nvfþ

nvfþ nvfþ nhen

kynbóta kynbóta nvfe

í í aþ

aþ aþ nhen

í í aþ

þeim það fphfþ

fphfþ fphfþ nhen

það það fphen

greinum grein nvfþ

nvfþ nvfþ nhen

grein grein nven

sem sem c

c c x

sem sem c

lög lag nhfn

nhfn nhfn nheo

lag lag nhen

þessi þessi faven

faven faven nkeog

þessi þessi faven

taka taka sng

sng sng nven

taka taka sng

til til ae

ae ae sng

til til ae

. . .

. . .

. . .

Þeir hann fpkfn

fpkfn fpkfn nheo

hann hann fpken

annast anna snm

snm snm nhfþ

anna önn nvfe

einnig einnig aa

aa aur nkfo

einnig einnig aa

eftirlit eftirlit nhen

nhen nhen nkeog

eftirlit eftirlit nhen

með með aþ

aþ aþ nhen

með með aþ

jarðabótum jarðabóta nvfþ

nvfþ nvfþ nhen

jarðabóta jarðabóta nvfe

og og c

c c x

og og c

úttekt úttekt nven

nven nven nkeog

úttekt úttekt nven

jarðabóta jarðabóta nvfe

nvfe nvfe sng

jarðabóta jarðabóta nvfe

eftir eftir aþ

aþ aþ nhen

eftir eftir aþ

því það fpheþ

fpheþ fpheþ nhen

það það fphen

sem sem c

c c x

sem sem c

við við ao

ao ao sng

við við ao

á á aþ

aþ aþ nhen

á á aþ

, , ,

, , ,

, , ,

sbr. samanbera as

as aur nkee

samanbera samanber nhfe

8. 8. ta

ta ta nven

8 8 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Ráðunautar ráðunauti nkfn

nkfn nkfn nheo

ráðunauti ráðunautur nkeþ

skulu skulu sfg3fn

sfg3fn sfg3fn nheo

skulu skulu sfg3fn

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

lokið ljúka ssg

ssg ssgur nkeo

ljúka ljúka sng

háskólaprófi háskólapróf nheþ

nheþ nheþ nhen

háskólapróf háskólapróf nhen

í í aþ

aþ aþ nhen

í í aþ

búvísindum búvísindi nhfþ

nhfþ nhfþ nhen

búvísindi búvísindi nhen

eða eða c

c c x

eða eða c

öðrum annar fokfþ

fokfþ fokfþ nhen

annar annar foken

fræðigreinum fræðigrein nvfþ

nvfþ nvfþ nhen

fræðigrein fræðigrein nven

eftir eftir aþ

aþ aþ nhen

eftir eftir aþ

því það fpheþ

fpheþ fpheþ nhen

það það fphen

sem sem c

c c x

sem sem c

við við ao

ao ao sng

við við ao

getur geta sfg3en

sfg3en sfg3en nkeog

geta geta sfg3fn

átt eiga ssg

ssg ssgur nkeo

eiga eiga sng

eða eða c

c c x

eða eða c

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

menntun menntun nven

nven nven nkeog

menntun menntun nven

og og c

c c x

og og c

starfsreynslu starfsreynsla nveo

nveo nveo sng

starfsreynsla starfsreynsla nven

sem sem c

c c x

sem sem c

stjórn stjórn nven

nven nven nkeog

stjórn stjórn nven

Bændasamtaka bændasamtök nhfe

nhfe nhfe sng

bændasamtök bændasamtök nhfn

Íslands ísland nhee-s

nhee-s nhee-s nhee

ísland ísland nhen

metur meta sfg3en

sfg3en sfg3en nkeog

meta meta sng

jafngilda jafngilda sng

sng sng nven

jafngilda jafngilda sng

. . .

. . .

. . .

Landsráðunautar landsráðunauti nkfn

nkfn nkfn nheo

landsráðunauti landsráðunautur nkeþ

eða eða c

c c x

eða eða c

fagstjórar fagstjóri nkfn

nkfn nkfn nheo

fagstjóri fagstjóri nken

skulu skulu sfg3fn

sfg3fn sfg3fn nheo

skulu skulu sfg3fn

starfa starf nhfe

nhfe nhfe sng

starf starf nhen

í í aþ

aþ aþ nhen

í í aþ

einstökum einstakur lkfþsf

lkfþsf lkfþsf sfg3eþ

einstakur einstakur lkensf

búgreinum búgrein nvfþ

nvfþ nvfþ nhen

búgrein búgrein nven

eða eða c

c c x

eða eða c

fagsviðum fagsvið nhfþ

nhfþ nhfþ nhen

fagsvið fagsvið nhen

eftir eftir aþ

aþ aþ nhen

eftir eftir aþ

því það fpheþ

fpheþ fpheþ nhen

það það fphen

sem sem c

c c x

sem sem c

um um ao

ao ao sng

um um ao

er vera sfg3en

sfg3en sfg3en nkeog

vera vera sng

samið semja ssg

ssg ssgur nkeo

semja semja sng

skv. samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

1. 1. ta

ta ta nven

1 1 ta

. . .

mgr. málsgrein nven

nven nven nkeog

málsgrein málsgrein nven

3. 3. ta

ta ta nven

3 3 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

og og c

c c x

og og c

fjárveiting fjárveiting nven

nven nven nkeog

fjárveiting fjárveiting nven

heimilar heimila sfg3en

sfg3en sfg3en nkeog

heimila heimili nhfe

. . .

. . .

. . .

Þeir hann fpkfn

fpkfn fpkfn nheo

hann hann fpken

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

yfirumsjón yfirumsjón nven

nven nven nkeog

yfirumsjón yfirumsjón nven

með með aþ

aþ aþ nhen

með með aþ

leiðbeiningum leiðbeining nvfþ

nvfþ nvfþ nhen

leiðbeining leiðbeining nven

, , ,

, , ,

, , ,

kynbótum kynbóta nvfþ

nvfþ nvfþ nhen

kynbóta kynbóta nvfe

og og c

c c x

og og c

ræktun ræktun nven

nven nven nkeog

ræktun ræktun nven

í í aþ

aþ aþ nhen

í í aþ

viðkomandi viðkomandi lkenof

lkenof lkenof nhen

viðkomandi viðkomandi lkenof

búgrein búgrein nven

nven nven nkeog

búgrein búgrein nven

. . .

. . .

. . .

Landsráðunautar landsráðunauti nkfn

nkfn nkfn nheo

landsráðunauti landsráðunautur nkeþ

eða eða c

c c x

eða eða c

fagstjórar fagstjóri nkfn

nkfn nkfn nheo

fagstjóri fagstjóri nken

skulu skulu sfg3fn

sfg3fn sfg3fn nheo

skulu skulu sfg3fn

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

lokið ljúka ssg

ssg ssgur nkeo

ljúka ljúka sng

háskólaprófi háskólapróf nheþ

nheþ nheþ nhen

háskólapróf háskólapróf nhen

í í aþ

aþ aþ nhen

í í aþ

búfræðum búfræði nhfþ

nhfþ nhfþ nhen

búfræði búfræði nven

og og c

c c x

og og c

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

lokið ljúka ssg

ssg ssgur nkeo

ljúka ljúka sng

sérnámi sérnám nheþ

nheþ nheþ nhen

sérnám sérnár nvfþ

á á aþ

aþ aþ nhen

á á aþ

sínu sinn feheþ

feheþ feheþ nhen

sinn sinn feken

starfssviði starfssvið nheþ

nheþ nheþ nhen

starfssvið starfssvið nhfn

eða eða c

c c x

eða eða c

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

menntun menntun nven

nven nven nkeog

menntun menntun nven

og og c

c c x

og og c

starfsreynslu starfsreynsla nveo

nveo nveo sng

starfsreynsla starfsreynsla nven

sem sem c

c c x

sem sem c

stjórn stjórn nven

nven nven nkeog

stjórn stjórn nven

Bændasamtaka bændasamtök nhfe

nhfe nhfe sng

bændasamtök bændasamtök nhfn

Íslands ísland nhee-s

nhee-s nhee-s nhee

ísland ísland nhen

metur meta sfg3en

sfg3en sfg3en nkeog

meta meta sng

jafngilda jafngilda sng

sng sng nven

jafngilda jafngilda sng

. . .

. . .

. . .

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

129/2012 129 ta

ta ta nven

129 129 ta

, , ,

, , ,

, , ,

4. 4. ta

ta ta nven

4 4 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

V. v. lkfnvm

lkfnvm lkfnvm nhfþ

v v x

. . .

kafli kafli nken

nken nken nkeog

kafli kafli nken

. . .

. . .

. . .

Ýmis ýmis fohfn

fohfn fohfn nheo

ýmis ýmis fohfn

ákvæði ákvæði nhfn

nhfn nhfn nheo

ákvæði ákvæði nhfn

. . .

. . .

. . .

19. 19. ta

ta ta nven

19 19 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Reglur regla nvfn

nvfn nvfn nheo

regla regla nven

um um ao

ao ao sng

um um ao

framkvæmd framkvæmd nven

nven nven nkeog

framkvæmd framkvæmd nven

laganna lag nhfeg

nhfeg nhfegur lvensf

lag lag nhen

. . .

. . .

. . .

[ [ [

[ [ [

[ [ [

Ráðherra ráðherra nken

nken nken nkeog

ráðherra ráðherra nken

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

setur setja sfg3en

sfg3en sfg3en nkeog

setja setja sng

með með aþ

aþ aþ nhen

með með aþ

reglugerð reglugerð nven

nven nven nkeog

reglugerð reglugerð nven

2 2 ta

ta ta nven

2 2 ta

) ) )

) ) )

) ) )

nánari náinn lvenvm

lvenvm lvenvm nhfþ

náinn náinn lkensf

fyrirmæli fyrirmæli nhfn

nhfn nhfn nheo

fyrirmæli fyrirmæli nhfn

um um ao

ao ao sng

um um ao

framkvæmd framkvæmd nven

nven nven nkeog

framkvæmd framkvæmd nven

laga lag nhfe

nhfe nhfe sng

lag lag nhen

þessara þessi fahfe

fahfe fahfe sng

þessi þessi faven

. . .

. . .

. . .

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

126/2011 126 ta

ta ta nven

126 126 ta

, , ,

, , ,

, , ,

273. 273. ta

ta ta nven

273 273 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

2 2 ta

ta ta nven

2 2 ta

) ) )

) ) )

) ) )

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

557/1998 557 ta

ta ta nven

557 557 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

322/1999 322 ta

ta ta nven

322 322 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

449/2002 449 ta

ta ta nven

449 449 ta

, , ,

, , ,

, , ,

sbr. samanbera as

as aur nkee

samanbera samanber nhfe

677/2002 677 ta

ta ta nven

677 677 ta

, , ,

, , ,

, , ,

297/2017 297 ta

ta ta nven

297 297 ta

og og c

c c x

og og c

361/2017 361 ta

ta ta nven

361 361 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

151/2005 151 ta

ta ta nven

151 151 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

442/2011 442 ta

ta ta nven

442 442 ta

, , ,

, , ,

, , ,

sbr. samanbera as

as aur nkee

samanbera samanber nhfe

476/2018 476 ta

ta ta nven

476 476 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

1123/2015 1123 ta

ta ta nven

1123 1123 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

540/2016 540 ta

ta ta nven

540 540 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

878/2016 878 ta

ta ta nven

878 878 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

1180/2017 1180 ta

ta ta nven

1180 1180 ta

. . .

. . .

. . .

Rg rgur nkeo

nkeo nkeo sng

rgur rgur lkensf

. . .

. . .

. . .

1183/2017 1183 ta

ta ta nven

1183 1183 ta

. . .

. . .

. . .

[ [ [

[ [ [

[ [ [

20. 20. ta

ta ta nven

20 20 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Framkvæmdanefnd framkvæmdanefnd nven

nven nven nkeog

framkvæmdanefnd framkvæmdanefnd nven

búvörusamninga búvörusamningur nkfo

nkfo nkfo sng

búvörusamningur búvörusamningur nken

. . .

. . .

. . .

Framkvæmdanefnd framkvæmdanefnd nven

nven nven nkeog

framkvæmdanefnd framkvæmdanefnd nven

búvörusamninga búvörusamningur nkfo

nkfo nkfo sng

búvörusamningur búvörusamningur nken

er vera sfg3en

sfg3en sfg3en nkeog

vera vera sng

samráðsvettvangur samráðsvettvangur nken

nken nken nkeog

samráðsvettvangur samráðsvettvangur nken

samningsaðila samningsaðili nkfo

nkfo nkfo sng

samningsaðili samningsaðilur nkeþ

um um ao

ao ao sng

um um ao

framkvæmd framkvæmd nven

nven nven nkeog

framkvæmd framkvæmd nven

samnings samningur nkee

nkee nkee sng

samningur samningur nken

skv. samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

3. 3. ta

ta ta nven

3 3 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Ráðherra ráðherra nken

nken nken nkeog

ráðherra ráðherra nken

skipar skipa sfg3en

sfg3en sfg3en nkeog

skipa skip nhfe

nefndina nefnd nveog

nveog nveog nhen

nefnd nefnd nveþ

samkvæmt samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

ákvæðum ákvæði nhfþ

nhfþ nhfþ nhen

ákvæði ákvæði nhfn

búvörulaga búvörulagi nhfe

nhfe nhfe sng

búvörulagi búvörulagi nheþ

. . .

. . .

. . .

Nefndin nefnd nveng

nveng nvengur lvensf

nefnd nefnd nveþ

er vera sfg3en

sfg3en sfg3en nkeog

vera vera sng

ráðherra ráðherra nken

nken nken nkeog

ráðherra ráðherra nken

til til ae

ae ae sng

til til ae

ráðgjafar ráðgjafi nkfn

nkfn nkfn nheo

ráðgjafi ráðgjafi nken

við við ao

ao ao sng

við við ao

framkvæmd framkvæmd nven

nven nven nkeog

framkvæmd framkvæmd nven

samnings samningur nkee

nkee nkee sng

samningur samningur nken

skv. samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

3. 3. ta

ta ta nven

3 3 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Hún hún fpven

fpven fpven nkeog

hún hún fpven

tekur taka sfg3en

sfg3en sfg3en nkeog

taka taka sng

ákvarðanir ákvörðun nvfn

nvfn nvfn nheo

ákvörðun ákvörðun nven

um um ao

ao ao sng

um um ao

tilfærslur tilfærsla nvfn

nvfn nvfn nheo

tilfærsla tilfærsla nven

framlaga framlag nhfe

nhfe nhfe sng

framlag framlag nhen

milli milli ae

ae ae sng

milli milli ae

einstakra einstakur lkfesf

lkfesf lkfesf sfg3eþ

einstakur einstakur lkensf

samningsliða samningsliði nhfe

nhfe nhfe sng

samningsliði samningslið nheþ

og og c

c c x

og og c

greiðslutilhögun greiðslutilhögun nven

nven nven nkeog

greiðslutilhögun greiðslutilhögun nven

framlaga framlag nhfe

nhfe nhfe sng

framlag framlag nhen

. . .

. . .

. . .

Fundargerðir fundargerð nvfn

nvfn nvfn nheo

fundargerð fundargerð nven

og og c

c c x

og og c

ákvarðanir ákvörðun nvfn

nvfn nvfn nheo

ákvörðun ákvörðun nven

nefndarinnar nefnd nveeg

nveeg nveegur lvensf

nefnd nefnd nveþ

skal skulu sfg3en

sfg3en sfg3en nkeog

skulu skulu sfg3fn

birta birta nven

nven nven nkeog

birta birta nven

opinberlega opinberlega aa

aa aur nkfo

opinberlega opinberlega aa

. . .

. . .

. . .

Ákvarðanir ákvörðun nvfn

nvfn nvfn nheo

ákvörðun ákvörðun nven

framkvæmdanefndar framkvæmdanefnd nvee

nvee nvee sng

framkvæmdanefnd framkvæmdanefnd nven

búvörusamninga búvörusamningur nkfo

nkfo nkfo sng

búvörusamningur búvörusamningur nken

eru vera sfg3fn

sfg3fn sfg3fn nheo

vera vera sng

endanlegar endanlegur lvfnsf

lvfnsf lvfnsf sfg3eþ

endanlegur endanlegur lkensf

á á aþ

aþ aþ nhen

á á aþ

stjórnsýslustigi stjórnsýslustigi nken

nken nken nkeog

stjórnsýslustigi stjórnsýslustigi nken

. . .

. . .

. . .

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

102/2016 102 ta

ta ta nven

102 102 ta

, , ,

, , ,

, , ,

52. 52. ta

ta ta nven

52 52 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

[ [ [

[ [ [

[ [ [

21. 21. ta

ta ta nven

21 21 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Þróunarframlög þróunarframlag nhfn

nhfn nhfn nheo

þróunarframlag þróunarframlag nhen

. . .

. . .

. . .

Þróunarframlög þróunarframlag nhfn

nhfn nhfn nheo

þróunarframlag þróunarframlag nhen

eru vera sfg3fn

sfg3fn sfg3fn nheo

vera vera sng

veitt veita ssg

ssg ssgur nkeo

veita veita sng

til til ae

ae ae sng

til til ae

að að cn

cn cn e

að að cn

styðja styðja sng

sng sng nven

styðja styðja sng

við við ao

ao ao sng

við við ao

kennslu kennsla nveo

nveo nveo sng

kennsla kennsla nven

, , ,

, , ,

, , ,

rannsóknir rannsókn nvfn

nvfn nvfn nheo

rannsókn rannsókn nven

, , ,

, , ,

, , ,

leiðbeiningar leiðbeining nvfn

nvfn nvfn nheo

leiðbeining leiðbeining nven

og og c

c c x

og og c

þróun þróun nven

nven nven nkeog

þróun þróun nven

í í aþ

aþ aþ nhen

í í aþ

garðyrkju garðyrkja nveo

nveo nveo sng

garðyrkja garðyrkja nven

, , ,

, , ,

, , ,

nautgriparækt nautgriparækt nven

nven nven nkeog

nautgriparækt nautgriparækt nven

og og c

c c x

og og c

sauðfjárrækt sauðfjárrækt nven

nven nven nkeog

sauðfjárrækt sauðfjárrækt nven

sem sem c

c c x

sem sem c

og og c

c c x

og og c

öðrum annar fokfþ

fokfþ fokfþ nhen

annar annar foken

búgreinum búgrein nvfþ

nvfþ nvfþ nhen

búgrein búgrein nven

. . .

. . .

. . .

Framleiðnisjóður framleiðnisjóður nken

nken nken nkeog

framleiðnisjóður framleiðnisjóður nken

landbúnaðarins landbúnaður nkeeg

nkeeg nkeegur lvensf

landbúnaður landbúnaður nken

ráðstafar ráðstafa sfg3en

sfg3en sfg3en nkeog

ráðstafa ráðstafa sng

framlögum framlag nhfþ

nhfþ nhfþ nhen

framlag framlag nhen

til til ae

ae ae sng

til til ae

verkefna verkefni nhfe

nhfe nhfe sng

verkefni verkefni nhfn

skv. samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

1. 1. ta

ta ta nven

1 1 ta

. . .

mgr. málsgrein nven

nven nven nkeog

málsgrein málsgrein nven

að að cn

cn cn e

að að cn

fenginni fenginn lveþsf

lveþsf lveþsf sfg3eþ

fenginn fá sþgken

umsögn umsögn nven

nven nven nkeog

umsögn umsögn nven

fagráðs fagráð nhee

nhee nhee sng

fagráð fagráð nhen

í í aþ

aþ aþ nhen

í í aþ

viðkomandi viðkomandi lkenof

lkenof lkenof nhen

viðkomandi viðkomandi lkenof

búgrein búgrein nven

nven nven nkeog

búgrein búgrein nven

. . .

. . .

. . .

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

102/2016 102 ta

ta ta nven

102 102 ta

, , ,

, , ,

, , ,

52. 52. ta

ta ta nven

52 52 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

[ [ [

[ [ [

[ [ [

22. 22. ta

ta ta nven

22 22 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Aðlögun aðlögun nven

nven nven nkeog

aðlögun aðlögun nven

að að cn

cn cn e

að að cn

lífrænni lífrænni lkenvm

lkenvm lkenvm nhfþ

lífrænni lífrænni lkenvm

framleiðslu framleiðsla nveþ

nveþ nveþ nhen

framleiðsla framleiðsla nven

. . .

. . .

. . .

Framlög framlag nhfn

nhfn nhfn nheo

framlag framlag nhen

eru vera sfg3fn

sfg3fn sfg3fn nheo

vera vera sng

veitt veita ssg

ssg ssgur nkeo

veita veita sng

til til ae

ae ae sng

til til ae

að að cn

cn cn e

að að cn

greiða greiða sng

sng sng nven

greiða greiða sng

fyrir fyrir ao

ao ao sng

fyrir fyrir ao

aðlögun aðlögun nven

nven nven nkeog

aðlögun aðlögun nven

að að cn

cn cn e

að að cn

lífrænum lífrænn lkeþsf

lkeþsf lkeþsf sfg3eþ

lífrænn lífrænn lkensf

framleiðsluháttum framleiðsluháttur nkfþ

nkfþ nkfþ nhen

framleiðsluháttur framleiðsluháttur nken

og og c

c c x

og og c

aðstoða aðstoða sng

sng sng nven

aðstoða aðstoða sng

framleiðendur framleiðandi nkfn

nkfn nkfn nheo

framleiðandi framleiðandi lkenof

við við ao

ao ao sng

við við ao

að að cn

cn cn e

að að cn

uppfylla uppfylla sng

sng sng nven

uppfylla uppfylla sng

kröfur krafa nvfn

nvfn nvfn nheo

krafa krafa nven

um um ao

ao ao sng

um um ao

lífræna lífrænn lhenvf

lhenvf lhenvf sfg3eþ

lífrænn lífrænn lkensf

búvöruframleiðslu búvöruframleiðsla nveþ

nveþ nveþ nhen

búvöruframleiðsla búvöruframleiðsla nven

. . .

. . .

. . .

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

102/2016 102 ta

ta ta nven

102 102 ta

, , ,

, , ,

, , ,

52. 52. ta

ta ta nven

52 52 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

[ [ [

[ [ [

[ [ [

23. 23. ta

ta ta nven

23 23 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

] ] ]

] ] ]

] ] ]

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

Gildistaka gildistaka lkfnof

lkfnof lkfnof nhen

gildistaka gildistaka lkfnof

. . .

. . .

. . .

Lög lag nhfn

nhfn nhfn nheo

lag lag nhen

þessi þessi faven

faven faven nkeog

þessi þessi faven

taka taka sng

sng sng nven

taka taka sng

þegar þegar c

c c x

þegar þegar c

gildi gildi nheo

nheo nheo sng

gildi gildi nheo

… … nhen

nhen nhen nkeog

… … nhen

1 1 ta

ta ta nven

1 1 ta

) ) )

) ) )

) ) )

L. l. nken-s

nken-s nken-s nhee

l. lag nhfe

102/2016 102 ta

ta ta nven

102 102 ta

