Búnaðarlög nhfn búnaðarlag
bættra lhenvm bættri
  
lhenvm nhfþ lhenvm
  
bættri lkenvm bættur
  
lífskjara nhfe lífskjör
  
nhfe sng nhfe
  
lífskjör nhfn lífskjör
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
og c og
  
c x c
  
og c og
  
neytendur nken neytendur
  
nken nkeog nken
  
neytendur nken neytendur
  
búvara nven búvara
  
nven nkeog nven
  
búvara nven búvara
  
. . .
  
. . .
  
. . .
  
Hún fpven hún
  
fpven nkeog fpven
  
hún fpven hún
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
hverjum fokeþ hver
  
fokeþ nhen fokeþ
  
hver fsken hver
  
tíma nkeþ tími
  
nkeþ nhen nkeþ
  
tími nken tími
  
afla sng afla
  
sng nven sng
  
afla sng afla
  
og c og
  
c x c
  
og c og
  
miðla sng miðla
  
sng nven sng
  
miðla sng miðla
  
bestu lkfnve góður
  
lkfnve sng lkfnve
  
góður lkensf góður
  
þekkingu nveo þekking
  
nveo sng nveo
  
þekking nven þekking
  
og c og
  
c x c
  
og c og
  
reynslu nveo reynsla
  
nveo sng nveo
  
reynsla nven reynsla
  
um ao um
  
ao sng ao
  
um ao um
  
alla foveo allur
  
foveo sng foveo
  
allur foken allur
  
þætti svg3eþ þykja
  
svg3eþ nhen svg3eþ
  
þykja sng þykja
  
búrekstrar nkfn búrekstri
  
nkfn nheo nkfn
  
búrekstri nkeþ búrekstur
  
sem c sem
  
c x c
  
sem c sem
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
leggja sng leggja
  
sng nven sng
  
leggja sng leggja
  
stund nven stund
  
nven nkeog nven
  
stund nven stund
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
, , ,
  
, , ,
  
, , ,
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
við ao við
  
ao sng ao
  
við ao við
  
verður sfg3en verða
  
sfg3en nkeog sfg3en
  
verða sng verða
  
komið ssg koma
  
ssg nkeo ssgur
  
koma sng koma
  
. . .
  
. . .
  
. . .
  
Hlutverk nhen hlutverk
  
nhen nkeog nhen
  
hlutverk nhen hlutverk
  
leiðbeiningarþjónustunnar nveeg leiðbeiningarþjónusta
  
nveeg lvensf nveegur
  
leiðbeiningarþjónusta nven leiðbeiningarþjónusta
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
: : :
  
: : :
  
: : :
  
1. ta 1.
  
ta nven ta
  
1 ta 1
  
. . .
  
miðla sng miðla
  
sng nven sng
  
miðla sng miðla
  
líffræðilegri lkenvm líffræðilegur
  
lkenvm nhfþ lkenvm
  
líffræðilegur lkensf líffræðilegur
  
, , ,
  
, , ,
  
, , ,
  
tæknilegri lkenvm tæknilegur
  
lkenvm nhfþ lkenvm
  
tæknilegur lkensf tæknilegur
  
og c og
  
c x c
  
og c og
  
hagfræðilegri lkenvm hagfræðilegur
  
lkenvm nhfþ lkenvm
  
hagfræðilegur lkensf hagfræðilegur
  
þekkingu nveo þekking
  
nveo sng nveo
  
þekking nven þekking
  
til ae til
  
ae sng ae
  
til ae til
  
allra fokfe allur
  
fokfe sng fokfe
  
allur foken allur
  
búgreina nven búgreina
  
nven nkeog nven
  
búgreina nven búgreina
  
, , ,
  
, , ,
  
, , ,
  
2. ta 2.
  
ta nven ta
  
2 ta 2
  
. . .
  
þróa sng þróa
  
sng nven sng
  
þróa sng þróa
  
hagfræðileg lvensf hagfræðilegur
  
lvensf sfg3eþ lvensf
  
hagfræðilegur lkensf hagfræðilegur
  
og c og
  
c x c
  
og c og
  
búfræðileg lvensf búfræðilegur
  
lvensf sfg3eþ lvensf
  
búfræðilegur lkensf búfræðilegur
  
hjálpartæki nhfn hjálpartæki
  
nhfn nheo nhfn
  
hjálpartæki nhfn hjálpartæki
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
leiðbeiningarstarfsemi nven leiðbeiningarstarfsemi
  
nven nkeog nven
  
leiðbeiningarstarfsemi nven leiðbeiningarstarfsemi
  
og c og
  
c x c
  
og c og
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
einstaka lkfnof einstaka
  
lkfnof nhen lkfnof
  
einstaka lkfnof einstaka
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
, , ,
  
, , ,
  
, , ,
  
svo aa svo
  
aa nkfo aur
  
svo aa svo
  
sem c sem
  
c x c
  
sem c sem
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
gerð nven gerð
  
nven nkeog nven
  
gerð nven gerð
  
hentugra lhenvm hentugri
  
lhenvm nhfþ lhenvm
  
hentugri lvfnvm hentugur
  
tölvuforrita nhfe tölvuforrit
  
nhfe sng nhfe
  
tölvuforrit nhfn tölvuforrit
  
, , ,
  
, , ,
  
, , ,
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
kynna nhfe kynni
  
nhfe sng nhfe
  
kynni svg3eþ kunna
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
þeim fphfþ það
  
fphfþ nhen fphfþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
starfa nhfe starf
  
nhfe sng nhfe
  
starf nhen starf
  
að cn að
  
cn e cn
  
að cn að
  
landbúnaði nkeþ landbúnaður
  
nkeþ nhen nkeþ
  
landbúnaður nken landbúnaður
  
stefnumörkun nven stefnumörkun
  
nven nkeog nven
  
stefnumörkun nven stefnumörkun
  
stjórnvalda nhfe stjórnvald
  
nhfe sng nhfe
  
stjórnvald nhen stjórnvald
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
málefnum nhfþ málefni
  
nhfþ nhen nhfþ
  
málefni nhfn málefni
  
landbúnaðarins nkeeg landbúnaður
  
nkeeg lvensf nkeegur
  
landbúnaður nken landbúnaður
  
og c og
  
c x c
  
og c og
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
öðrum fokfþ annar
  
fokfþ nhen fokfþ
  
annar foken annar
  
sviðum nhfþ svið
  
nhfþ nhen nhfþ
  
svið nhen svið
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
hann fpken hann
  
fpken nkeog fpken
  
hann fpken hann
  
snerta sng snerta
  
sng nven sng
  
snerta sng snerta
  
, , ,
  
, , ,
  
, , ,
  
svo aa svo
  
aa nkfo aur
  
svo aa svo
  
sem c sem
  
c x c
  
sem c sem
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
landverndar- nvfn landverndarbúð
  
nvfn nheo nvfn
  
landverndarbúð nven landverndarbúð
  
og c og
  
c x c
  
og c og
  
umhverfismálum lkfþsf umhverfismálur
  
lkfþsf sfg3eþ lkfþsf
  
umhverfismálur nvfo umhverfismála
  
, , ,
  
, , ,
  
, , ,
  
4. ta 4.
  
ta nven ta
  
4 ta 4
  
. . .
  
vera sng vera
  
sng nven sng
  
vera sng vera
  
stjórnvöldum nhfþ stjórnvald
  
nhfþ nhen nhfþ
  
stjórnvald nhen stjórnvald
  
til ae til
  
ae sng ae
  
til ae til
  
aðstoðar nvee aðstoð
  
nvee sng nvee
  
aðstoð nven aðstoð
  
við ao við
  
ao sng ao
  
við ao við
  
framkvæmd nven framkvæmd
  
nven nkeog nven
  
framkvæmd nven framkvæmd
  
löggjafar nkfn löggjafi
  
nkfn nheo nkfn
  
löggjafi nkeþ löggjafur
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
við ao við
  
ao sng ao
  
við ao við
  
getur sfg3en geta
  
sfg3en nkeog sfg3en
  
geta sfg3fn geta
  
átt ssg eiga
  
ssg nkeo ssgur
  
eiga sng eiga
  
og c og
  
c x c
  
og c og
  
um ao um
  
ao sng ao
  
um ao um
  
semst sfm3eþ sema
  
sfm3eþ nhen sfm3eþ
  
sema sng sema
  
milli ae milli
  
ae sng ae
  
milli ae milli
  
aðila nkfe aðili
  
nkfe sng nkfe
  
aðili nken aðili
  
, , ,
  
, , ,
  
, , ,
  
5. ta 5.
  
ta nven ta
  
5 ta 5
  
. . .
  
stuðla sng stuðla
  
sng nven sng
  
stuðla sng stuðla
  
bæði c bæði
  
c x c
  
bæði c bæði
  
faglega lveosf faglegur
  
lveosf sfg3eþ lveosf
  
faglegur lkensf faglegur
  
og c og
  
c x c
  
og c og
  
félagslega aa félagslega
  
aa nkfo aur
  
félagslega aa félagslega
  
að cn að
  
cn e cn
  
að cn að
  
þróun nven þróun
  
nven nkeog nven
  
þróun nven þróun
  
nýrra lhfesf nýr
  
lhfesf sfg3eþ lhfesf
  
nýr lkensf nýr
  
búgreina nven búgreina
  
nven nkeog nven
  
búgreina nven búgreina
  
og c og
  
c x c
  
og c og
  
fylgjast snm fylgja
  
snm nhfþ snm
  
fylgja sng fylgja
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
árangri nkeþ árangur
  
nkeþ nhen nkeþ
  
árangur nken árangur
  
frumherja nkeo frumherji
  
nkeo sng nkeo
  
frumherji nkeþ frumherji
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sviði nken sviði
  
nken nkeog nken
  
sviði nken sviði
  
, , ,
  
, , ,
  
, , ,
  
6. ta 6.
  
ta nven ta
  
6 ta 6
  
. . .
  
stuðla sng stuðla
  
sng nven sng
  
stuðla sng stuðla
  
að cn að
  
cn e cn
  
að cn að
  
sjálfbærri lkenvm sjálfbærur
  
lkenvm nhfþ lkenvm
  
sjálfbærur nvfn sjálfbæra
  
þróun nven þróun
  
nven nkeog nven
  
þróun nven þróun
  
við ao við
  
ao sng ao
  
við ao við
  
nýtingu nveþ nýting
  
nveþ nhen nveþ
  
nýting nven nýting
  
auðlinda nvfe auðlind
  
nvfe sng nvfe
  
auðlind nven auðlind
  
, , ,
  
, , ,
  
, , ,
  
7. ta 7.
  
ta nven ta
  
7 ta 7
  
. . .
  
vinna sng vinna
  
sng nven sng
  
vinna sng vinna
  
að cn að
  
cn e cn
  
að cn að
  
eflingu nveo efling
  
nveo sng nveo
  
efling nven efling
  
búrekstrar nkfn búrekstri
  
nkfn nheo nkfn
  
búrekstri nkeþ búrekstur
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
sveitum nvfþ sveit
  
nvfþ nhen nvfþ
  
sveit nven sveit
  
. . .
  
. . .
  
. . .
  
Leiðbeiningarþjónustan nveng leiðbeiningarþjónusta
  
nveng lvensf nvengur
  
leiðbeiningarþjónusta nven leiðbeiningarþjónusta
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
stuðla sng stuðla
  
sng nven sng
  
stuðla sng stuðla
  
að cn að
  
cn e cn
  
að cn að
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
, , ,
  
, , ,
  
, , ,
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
hún fpven hún
  
fpven nkeog fpven
  
hún fpven hún
  
hefur sfg3en hafa
  
sfg3en nkeog sfg3en
  
hafa sfg3fn hafa
  
tök nhfn tak
  
nhfn nheo nhfn
  
tak nhen tak
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
, , ,
  
, , ,
  
, , ,
  
að cn að
  
cn e cn
  
að cn að
  
búskapur nken búskapur
  
nken nkeog nken
  
búskapur nken búskapur
  
þróist sfm3en þróa
  
sfm3en nkeog sfm3en
  
þróa sng þróa
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
samræmi nhen samræmi
  
nhen nkeog nhen
  
samræmi nhen samræmi
  
við ao við
  
ao sng ao
  
við ao við
  
þá aa þá
  
aa nkfo aur
  
þá aa þá
  
stefnu nveo stefna
  
nveo sng nveo
  
stefna nven stefna
  
sem c sem
  
c x c
  
sem c sem
  
mörkuð sþgven marka
  
sþgven nkeog sþgven
  
marka sng marka
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
samningum nkfþ samningur
  
nkfþ nhen nkfþ
  
samningur nken samningur
  
samtaka nhfe samtök
  
nhfe sng nhfe
  
samtök nhfn samtök
  
bænda nkfe bóndi
  
nkfe sng nkfe
  
bóndi nken bóndi
  
við ao við
  
ao sng ao
  
við ao við
  
ríkisvaldið nheng ríkisvald
  
nheng lvensf nhengur
  
ríkisvald nhen ríkisvald
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
Allir fokfn allur
  
fokfn nheo fokfn
  
allur foken allur
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
eiga sng eiga
  
sng nven sng
  
eiga sng eiga
  
rétt aa rétt
  
aa nkfo aur
  
rétt aa rétt
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
leiðbeiningarþjónustu lkfnve leiðbeiningarþjónustur
  
lkfnve sng lkfnve
  
leiðbeiningarþjónustur nvfn leiðbeiningarþjónusta
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
lögum nhfþ lag
  
nhfþ nhen nhfþ
  
lag nhen lag
  
þessum fakeþ þessi
  
fakeþ nhen fakeþ
  
þessi faven þessi
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
129/2012 ta 129
  
ta nven ta
  
129 ta 129
  
, , ,
  
, , ,
  
, , ,
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
18. ta 18.
  
ta nven ta
  
18 ta 18
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
[ [ [
  
[ [ [
  
[ [ [
  
Leiðbeiningar nvfn leiðbeining
  
nvfn nheo nvfn
  
leiðbeining nven leiðbeining
  
. . .
  
. . .
  
. . .
  
Hjá aþ hjá
  
aþ nhen aþ
  
hjá aþ hjá
  
leiðbeiningarmiðstöð nven leiðbeiningarmiðstöð
  
nven nkeog nven
  
leiðbeiningarmiðstöð nven leiðbeiningarmiðstöð
  
starfa nhfe starf
  
nhfe sng nhfe
  
starf nhen starf
  
ráðunautar nkfn ráðunauti
  
nkfn nheo nkfn
  
ráðunauti nkeþ ráðunautur
  
sem c sem
  
c x c
  
sem c sem
  
sinna fekfe sinn
  
fekfe sng fekfe
  
sinn feken sinn
  
faglegum lkeþsf faglegur
  
lkeþsf sfg3eþ lkeþsf
  
faglegur lkensf faglegur
  
leiðbeiningum nvfþ leiðbeining
  
nvfþ nhen nvfþ
  
leiðbeining nven leiðbeining
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
undir aþ undir
  
aþ nhen aþ
  
undir aþ undir
  
faglegri lkenvm faglegur
  
lkenvm nhfþ lkenvm
  
faglegur lkensf faglegur
  
umsjón nven umsjón
  
nven nkeog nven
  
umsjón nven umsjón
  
Bændasamtaka nhfe bændasamtök
  
nhfe sng nhfe
  
bændasamtök nhfn bændasamtök
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
. . .
  
. . .
  
. . .
  
Þeir fpkfn hann
  
fpkfn nheo fpkfn
  
hann fpken hann
  
annast snm anna
  
snm nhfþ snm
  
anna nvfe önn
  
eftirlit nhen eftirlit
  
nhen nkeog nhen
  
eftirlit nhen eftirlit
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
búfjárrækt nven búfjárrækt
  
nven nkeog nven
  
búfjárrækt nven búfjárrækt
  
og c og
  
c x c
  
og c og
  
kynbótum nvfþ kynbóta
  
nvfþ nhen nvfþ
  
kynbóta nvfe kynbóta
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
þeim fphfþ það
  
fphfþ nhen fphfþ
  
það fphen það
  
greinum nvfþ grein
  
nvfþ nhen nvfþ
  
grein nven grein
  
sem c sem
  
c x c
  
sem c sem
  
lög nhfn lag
  
nhfn nheo nhfn
  
lag nhen lag
  
þessi faven þessi
  
faven nkeog faven
  
þessi faven þessi
  
taka sng taka
  
sng nven sng
  
taka sng taka
  
til ae til
  
ae sng ae
  
til ae til
  
. . .
  
. . .
  
. . .
  
Þeir fpkfn hann
  
fpkfn nheo fpkfn
  
hann fpken hann
  
annast snm anna
  
snm nhfþ snm
  
anna nvfe önn
  
einnig aa einnig
  
aa nkfo aur
  
einnig aa einnig
  
eftirlit nhen eftirlit
  
nhen nkeog nhen
  
eftirlit nhen eftirlit
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
jarðabótum nvfþ jarðabóta
  
nvfþ nhen nvfþ
  
jarðabóta nvfe jarðabóta
  
og c og
  
c x c
  
og c og
  
úttekt nven úttekt
  
nven nkeog nven
  
úttekt nven úttekt
  
jarðabóta nvfe jarðabóta
  
nvfe sng nvfe
  
jarðabóta nvfe jarðabóta
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
við ao við
  
ao sng ao
  
við ao við
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
, , ,
  
, , ,
  
, , ,
  
sbr. as samanbera
  
as nkee aur
  
samanbera nhfe samanber
  
8. ta 8.
  
ta nven ta
  
8 ta 8
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Ráðunautar nkfn ráðunauti
  
nkfn nheo nkfn
  
ráðunauti nkeþ ráðunautur
  
skulu sfg3fn skulu
  
sfg3fn nheo sfg3fn
  
skulu sfg3fn skulu
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
lokið ssg ljúka
  
ssg nkeo ssgur
  
ljúka sng ljúka
  
háskólaprófi nheþ háskólapróf
  
nheþ nhen nheþ
  
háskólapróf nhen háskólapróf
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
búvísindum nhfþ búvísindi
  
nhfþ nhen nhfþ
  
búvísindi nhen búvísindi
  
eða c eða
  
c x c
  
eða c eða
  
öðrum fokfþ annar
  
fokfþ nhen fokfþ
  
annar foken annar
  
fræðigreinum nvfþ fræðigrein
  
nvfþ nhen nvfþ
  
fræðigrein nven fræðigrein
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
við ao við
  
ao sng ao
  
við ao við
  
getur sfg3en geta
  
sfg3en nkeog sfg3en
  
geta sfg3fn geta
  
átt ssg eiga
  
ssg nkeo ssgur
  
eiga sng eiga
  
eða c eða
  
c x c
  
eða c eða
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
menntun nven menntun
  
nven nkeog nven
  
menntun nven menntun
  
og c og
  
c x c
  
og c og
  
starfsreynslu nveo starfsreynsla
  
nveo sng nveo
  
starfsreynsla nven starfsreynsla
  
sem c sem
  
c x c
  
sem c sem
  
stjórn nven stjórn
  
nven nkeog nven
  
stjórn nven stjórn
  
Bændasamtaka nhfe bændasamtök
  
nhfe sng nhfe
  
bændasamtök nhfn bændasamtök
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
metur sfg3en meta
  
sfg3en nkeog sfg3en
  
meta sng meta
  
jafngilda sng jafngilda
  
sng nven sng
  
jafngilda sng jafngilda
  
. . .
  
. . .
  
. . .
  
Landsráðunautar nkfn landsráðunauti
  
nkfn nheo nkfn
  
landsráðunauti nkeþ landsráðunautur
  
eða c eða
  
c x c
  
eða c eða
  
fagstjórar nkfn fagstjóri
  
nkfn nheo nkfn
  
fagstjóri nken fagstjóri
  
skulu sfg3fn skulu
  
sfg3fn nheo sfg3fn
  
skulu sfg3fn skulu
  
starfa nhfe starf
  
nhfe sng nhfe
  
starf nhen starf
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
einstökum lkfþsf einstakur
  
lkfþsf sfg3eþ lkfþsf
  
einstakur lkensf einstakur
  
búgreinum nvfþ búgrein
  
nvfþ nhen nvfþ
  
búgrein nven búgrein
  
eða c eða
  
c x c
  
eða c eða
  
fagsviðum nhfþ fagsvið
  
nhfþ nhen nhfþ
  
fagsvið nhen fagsvið
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
því fpheþ það
  
fpheþ nhen fpheþ
  
það fphen það
  
sem c sem
  
c x c
  
sem c sem
  
um ao um
  
ao sng ao
  
um ao um
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
samið ssg semja
  
ssg nkeo ssgur
  
semja sng semja
  
skv. aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
1. ta 1.
  
ta nven ta
  
1 ta 1
  
. . .
  
mgr. nven málsgrein
  
nven nkeog nven
  
málsgrein nven málsgrein
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
og c og
  
c x c
  
og c og
  
fjárveiting nven fjárveiting
  
nven nkeog nven
  
fjárveiting nven fjárveiting
  
heimilar sfg3en heimila
  
sfg3en nkeog sfg3en
  
heimila nhfe heimili
  
. . .
  
. . .
  
. . .
  
Þeir fpkfn hann
  
fpkfn nheo fpkfn
  
hann fpken hann
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
yfirumsjón nven yfirumsjón
  
nven nkeog nven
  
yfirumsjón nven yfirumsjón
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
leiðbeiningum nvfþ leiðbeining
  
nvfþ nhen nvfþ
  
leiðbeining nven leiðbeining
  
, , ,
  
, , ,
  
, , ,
  
kynbótum nvfþ kynbóta
  
nvfþ nhen nvfþ
  
kynbóta nvfe kynbóta
  
og c og
  
c x c
  
og c og
  
ræktun nven ræktun
  
nven nkeog nven
  
ræktun nven ræktun
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
viðkomandi lkenof viðkomandi
  
lkenof nhen lkenof
  
viðkomandi lkenof viðkomandi
  
búgrein nven búgrein
  
nven nkeog nven
  
búgrein nven búgrein
  
. . .
  
. . .
  
. . .
  
Landsráðunautar nkfn landsráðunauti
  
nkfn nheo nkfn
  
landsráðunauti nkeþ landsráðunautur
  
eða c eða
  
c x c
  
eða c eða
  
fagstjórar nkfn fagstjóri
  
nkfn nheo nkfn
  
fagstjóri nken fagstjóri
  
skulu sfg3fn skulu
  
sfg3fn nheo sfg3fn
  
skulu sfg3fn skulu
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
lokið ssg ljúka
  
ssg nkeo ssgur
  
ljúka sng ljúka
  
háskólaprófi nheþ háskólapróf
  
nheþ nhen nheþ
  
háskólapróf nhen háskólapróf
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
búfræðum nhfþ búfræði
  
nhfþ nhen nhfþ
  
búfræði nven búfræði
  
og c og
  
c x c
  
og c og
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
lokið ssg ljúka
  
ssg nkeo ssgur
  
ljúka sng ljúka
  
sérnámi nheþ sérnám
  
nheþ nhen nheþ
  
sérnám nvfþ sérnár
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
sínu feheþ sinn
  
feheþ nhen feheþ
  
sinn feken sinn
  
starfssviði nheþ starfssvið
  
nheþ nhen nheþ
  
starfssvið nhfn starfssvið
  
eða c eða
  
c x c
  
eða c eða
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
menntun nven menntun
  
nven nkeog nven
  
menntun nven menntun
  
og c og
  
c x c
  
og c og
  
starfsreynslu nveo starfsreynsla
  
nveo sng nveo
  
starfsreynsla nven starfsreynsla
  
sem c sem
  
c x c
  
sem c sem
  
stjórn nven stjórn
  
nven nkeog nven
  
stjórn nven stjórn
  
Bændasamtaka nhfe bændasamtök
  
nhfe sng nhfe
  
bændasamtök nhfn bændasamtök
  
Íslands nhee-s ísland
  
nhee-s nhee nhee-s
  
ísland nhen ísland
  
metur sfg3en meta
  
sfg3en nkeog sfg3en
  
meta sng meta
  
jafngilda sng jafngilda
  
sng nven sng
  
jafngilda sng jafngilda
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
129/2012 ta 129
  
ta nven ta
  
129 ta 129
  
, , ,
  
, , ,
  
, , ,
  
4. ta 4.
  
ta nven ta
  
4 ta 4
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
V. lkfnvm v.
  
lkfnvm nhfþ lkfnvm
  
v x v
  
. . .
  
kafli nken kafli
  
nken nkeog nken
  
kafli nken kafli
  
. . .
  
. . .
  
. . .
  
Ýmis fohfn ýmis
  
fohfn nheo fohfn
  
ýmis fohfn ýmis
  
ákvæði nhfn ákvæði
  
nhfn nheo nhfn
  
ákvæði nhfn ákvæði
  
. . .
  
. . .
  
. . .
  
19. ta 19.
  
ta nven ta
  
19 ta 19
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Reglur nvfn regla
  
nvfn nheo nvfn
  
regla nven regla
  
um ao um
  
ao sng ao
  
um ao um
  
framkvæmd nven framkvæmd
  
nven nkeog nven
  
framkvæmd nven framkvæmd
  
laganna nhfeg lag
  
nhfeg lvensf nhfegur
  
lag nhen lag
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
setur sfg3en setja
  
sfg3en nkeog sfg3en
  
setja sng setja
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
reglugerð nven reglugerð
  
nven nkeog nven
  
reglugerð nven reglugerð
  
2 ta 2
  
ta nven ta
  
2 ta 2
  
) ) )
  
) ) )
  
) ) )
  
nánari lvenvm náinn
  
lvenvm nhfþ lvenvm
  
náinn lkensf náinn
  
fyrirmæli nhfn fyrirmæli
  
nhfn nheo nhfn
  
fyrirmæli nhfn fyrirmæli
  
um ao um
  
ao sng ao
  
um ao um
  
framkvæmd nven framkvæmd
  
nven nkeog nven
  
framkvæmd nven framkvæmd
  
laga nhfe lag
  
nhfe sng nhfe
  
lag nhen lag
  
þessara fahfe þessi
  
fahfe sng fahfe
  
þessi faven þessi
  
. . .
  
. . .
  
. . .
  
1 ta 1
  
ta nven ta
  
